show_id,date,artist_name,venue,city,state,country,tour_name,rating,reviews,venue_id,permalink,total_songs,unique_songs,total_sets,has_encore,songs_in_1,songs_in_2,songs_in_3,songs_in_e,song_46_days,song_555,song_a_life_beyond_the_dream,song_a_song_i_heard_the_ocean_sing,song_a_wave_of_hope,song_about_to_run,song_ac_dc_bag,song_ain_t_no_more_caine,song_albuquerque,song_all_of_these_dreams,song_also_sprach_zarathustra,song_also_sprach_zarathustra_count,song_alumni_blues,song_alumni_blues_count,song_and_flew_away,song_army_of_one,song_ass_handed,song_auld_lang_syne,song_automatic_pilot,song_axilla,song_axilla_part_ii,song_back_in_the_bubble,song_back_on_the_train,song_backwards_down_the_number_line,song_bathtub_gin,song_beauty_of_a_broken_heart,song_beauty_of_my_dreams,song_beneath_a_sea_of_stars_part_1,song_big_black_furry_creature_from_mars,song_birds_of_a_feather,song_blaze_on,song_blaze_on_count,song_boogie_on_reggae_woman,song_bouncing_around_the_room,song_brian_and_robert,song_broken_into_pieces,song_buffalo_bill,song_bug,song_buried_alive,song_camel_walk,song_can_t_always_listen,song_carini,song_cars_trucks_buses,song_casual_enlightenment,song_cavern,song_chalk_dust_torture,song_character_zero,song_cinnamon_girl,song_cities,song_clear_your_mind,song_colonel_forbin_s_ascent,song_cool_amber_and_mercury,song_cool_it_down,song_corinna,song_cracklin_rosie,song_crazy_sometimes,song_crimes_of_the_mind,song_crooked_piece_of_time,song_crosseyed_and_painless,song_dancin_plague,song_david_bowie,song_destiny_unbound,song_dinner_and_a_movie,song_dirt,song_divided_sky,song_don_t_doubt_me,song_down_with_disease,song_downtown,song_drift_while_you_re_sleeping,song_driver,song_drowned,song_egg_in_a_hole,song_energy,song_esther,song_ether_edge,song_evening_song,song_everything_is_hollow,song_everything_s_right,song_evolve,song_farmhouse,song_fee,song_fire,song_first_tube,song_fluffhead,song_fly_famous_mockingbird,song_foam,song_frankenstein,song_frankie_says,song_franklin_s_tower,song_free,song_fuck_your_face,song_fuego,song_funky_bitch,song_ghost,song_golden_age,song_golgi_apparatus,song_good_times_bad_times,song_gotta_jibboo,song_grind,song_gumbo,song_guy_forget,song_guyute,song_halfway_to_the_moon,song_halley_s_comet,song_happy_birthday_to_you,song_harpua,song_harry_hood,song_harry_hood_count,song_heavy_things,song_hey_stranger,song_hold_your_head_up,song_hold_your_head_up_count,song_horn,song_i_always_wanted_it_this_way,song_i_am_hydrogen,song_i_am_the_walrus,song_i_didn_t_know,song_i_never_needed_you_like_this_before,song_icculus,song_if_i_could,song_in_case_you_didn_t_know,song_it_s_ice,song_izabella,song_joy,song_julius,song_kill_devil_falls,song_lawn_boy,song_leaves,song_lesser_charge,song_letter_to_jimmy_page,song_life_saving_gun,song_lifeboy,song_light,song_limb_by_limb,song_little_crazy_too,song_llama,song_lonely_trip,song_loving_cup,song_makisupa_policeman,song_martian_monster,song_maze,song_mcgrupp_and_the_watchful_hosemasters,song_meat,song_meatstick,song_mercury,song_mercy,song_mike_s_song,song_mike_s_song_count,song_miss_you,song_mississippi_blues,song_monsters,song_moonage_daydream,song_more,song_most_events_aren_t_planned,song_mound,song_mountains_in_the_mist,song_mr_completely,song_mr_completely_count,song_mull,song_mull_count,song_my_friend_my_friend,song_my_soul,song_nicu,song_no_men_in_no_man_s_land,song_no_quarter,song_nobody_finer,song_oblivion,song_ocelot,song_olivia_s_pool,song_party_time,song_pebbles_and_marbles,song_pillow_jets,song_piper,song_plasma,song_poor_heart,song_possum,song_prince_caspian,song_prince_caspian_count,song_promised_land,song_punch_you_in_the_eye,song_reba,song_rift,song_rock_and_roll,song_roggae,song_ruby_waves,song_run_like_an_antelope,song_runaway_jim,song_sample_in_a_jar,song_sand,song_sanity,song_saw_it_again,song_say_it_to_me_s_a_n_t_o_s,song_scents_and_subtle_sounds,song_set_your_soul_free,song_seven_below,song_shade,song_she_belongs_to_me,song_shine_a_light,song_show_of_life,song_sightless_escape,song_sigma_oasis,song_simple,song_slave_to_the_traffic_light,song_sleep,song_sneakin_sally_through_the_alley,song_soul_planet,song_space,song_spanish_moon,song_sparkle,song_split_open_and_melt,song_stash,song_stealing_time_from_the_faulty_plan,song_steam,song_strange_design,song_strawberry_letter_23,song_sugar_shack,song_suzy_drew,song_suzy_greenberg,song_talk,song_taste,song_tela,song_the_9th_cube,song_the_curtain_with,song_the_dogs,song_the_final_hurrah,song_the_howling,song_the_lizards,song_the_man_who_stepped_into_yesterday,song_the_mango_song,song_the_moma_dance,song_the_night_the_lights_went_out_in_georgia,song_the_old_home_place,song_the_sloth,song_the_squirming_coil,song_the_wedge,song_the_well,song_theme_from_the_bottom,song_timber_jerry_the_mule,song_torn_and_frayed,song_train_song,song_tube,song_turtle_in_the_clouds,song_tweezer,song_tweezer_count,song_tweezer_reprise,song_twenty_years_later,song_twist,song_undermind,song_vultures,song_wading_in_the_velvet_sea,song_walk_away,song_walls_of_the_cave,song_waste,song_water_in_the_sky,song_waves,song_we_are_come_to_outlive_our_brains,song_weekapaug_groove,song_weigh,song_what_s_the_use,song_when_the_circus_comes,song_while_my_guitar_gently_weeps,song_wilson,song_wingsuit,song_winterqueen,song_wolfman_s_brother,song_ya_mar,song_you_enjoy_myself
1658178049,2023-02-23,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2023 Mexico,,,1481,https://phish.net/setlists/phish-february-23-2023-moon-palace-cancun-quintana-roo-mexico.html,14,14,2,False,13,,,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1657127525,2023-02-24,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2023 Mexico,,,1481,https://phish.net/setlists/phish-february-24-2023-moon-palace-cancun-quintana-roo-mexico.html,17,17,3,False,9,6,,2,0,1,0,0,1,0,0,0,0,0,0,,0,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1657127550,2023-02-25,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2023 Mexico,,,1481,https://phish.net/setlists/phish-february-25-2023-moon-palace-cancun-quintana-roo-mexico.html,20,20,3,False,10,8,,2,0,0,0,0,0,1,0,0,0,0,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1657127573,2023-02-26,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2023 Mexico,,,1481,https://phish.net/setlists/phish-february-26-2023-moon-palace-cancun-quintana-roo-mexico.html,18,18,3,False,8,7,,3,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1673378025,2023-04-14,Phish,Climate Pledge Arena,Seattle,WA,USA,2023 Spring Tour,,,1570,https://phish.net/setlists/phish-april-14-2023-climate-pledge-arena-seattle-wa-usa.html,19,18,3,False,10,8,,1,0,0,0,0,1,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1673378049,2023-04-15,Phish,Climate Pledge Arena,Seattle,WA,USA,2023 Spring Tour,,,1570,https://phish.net/setlists/phish-april-15-2023-climate-pledge-arena-seattle-wa-usa.html,18,18,3,False,7,8,,3,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1673378127,2023-04-17,Phish,"William Randolph Hearst Greek Theatre, University of California, Berkeley ",Berkeley,CA,USA,2023 Spring Tour,,,372,https://phish.net/setlists/phish-april-17-2023-william-randolph-hearst-greek-theatre-university-of-california-berkeley-berkeley-ca-usa.html,14,14,3,False,8,4,,2,0,0,0,0,0,0,0,0,0,1,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1673378173,2023-04-18,Phish,"William Randolph Hearst Greek Theatre, University of California, Berkeley ",Berkeley,CA,USA,2023 Spring Tour,,,372,https://phish.net/setlists/phish-april-18-2023-william-randolph-hearst-greek-theatre-university-of-california-berkeley-berkeley-ca-usa.html,16,16,3,False,7,8,,1,0,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1673378216,2023-04-19,Phish,"William Randolph Hearst Greek Theatre, University of California, Berkeley ",Berkeley,CA,USA,2023 Spring Tour,,,372,https://phish.net/setlists/phish-april-19-2023-william-randolph-hearst-greek-theatre-university-of-california-berkeley-berkeley-ca-usa.html,18,18,3,False,9,7,,2,1,0,0,0,0,0,1,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1673378276,2023-04-21,Phish,Hollywood Bowl,Hollywood,CA,USA,2023 Spring Tour,,,959,https://phish.net/setlists/phish-april-21-2023-hollywood-bowl-hollywood-ca-usa-2.html,30,30,3,False,18,11,,1,0,0,0,0,1,0,0,1,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
