show_id,date,artist_name,venue,city,state,country,tour_name,rating,reviews,venue_id,permalink,set_name,song_position,song_name,has_segue,segue_info
1582152248,2020-02-19,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,Not Part of a Tour,,,1481,https://phish.net/setlists/phish-february-19-2020-moon-palace-cancun-quintana-roo-mexico.html,1,1,Jam,False,
1582152248,2020-02-19,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,Not Part of a Tour,,,1481,https://phish.net/setlists/phish-february-19-2020-moon-palace-cancun-quintana-roo-mexico.html,1,2,Jam,False,
1582152248,2020-02-19,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,Not Part of a Tour,,,1481,https://phish.net/setlists/phish-february-19-2020-moon-palace-cancun-quintana-roo-mexico.html,1,3,Sunshine Superman,False,
1582152248,2020-02-19,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,Not Part of a Tour,,,1481,https://phish.net/setlists/phish-february-19-2020-moon-palace-cancun-quintana-roo-mexico.html,1,4,Jam,False,
1582152248,2020-02-19,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,Not Part of a Tour,,,1481,https://phish.net/setlists/phish-february-19-2020-moon-palace-cancun-quintana-roo-mexico.html,1,5,Windora Bug,False,
1560881087,2020-02-20,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2020 Mexico,,,1481,https://phish.net/setlists/phish-february-20-2020-moon-palace-cancun-quintana-roo-mexico.html,1,1,Torn and Frayed,False,
1560881087,2020-02-20,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2020 Mexico,,,1481,https://phish.net/setlists/phish-february-20-2020-moon-palace-cancun-quintana-roo-mexico.html,1,2,Ghost,False,
1560881087,2020-02-20,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2020 Mexico,,,1481,https://phish.net/setlists/phish-february-20-2020-moon-palace-cancun-quintana-roo-mexico.html,1,3,Free,False,
1560881087,2020-02-20,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2020 Mexico,,,1481,https://phish.net/setlists/phish-february-20-2020-moon-palace-cancun-quintana-roo-mexico.html,1,4,Shipwreck,False,
1560881087,2020-02-20,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2020 Mexico,,,1481,https://phish.net/setlists/phish-february-20-2020-moon-palace-cancun-quintana-roo-mexico.html,1,5,Free,False,
1560881087,2020-02-20,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2020 Mexico,,,1481,https://phish.net/setlists/phish-february-20-2020-moon-palace-cancun-quintana-roo-mexico.html,1,6,Shake Your Coconuts,False,
1560881087,2020-02-20,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2020 Mexico,,,1481,https://phish.net/setlists/phish-february-20-2020-moon-palace-cancun-quintana-roo-mexico.html,1,7,Victim,False,
1560881087,2020-02-20,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2020 Mexico,,,1481,https://phish.net/setlists/phish-february-20-2020-moon-palace-cancun-quintana-roo-mexico.html,1,8,The Moma Dance,False,
1560881087,2020-02-20,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2020 Mexico,,,1481,https://phish.net/setlists/phish-february-20-2020-moon-palace-cancun-quintana-roo-mexico.html,1,9,Gotta Jibboo,False,
1560881087,2020-02-20,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2020 Mexico,,,1481,https://phish.net/setlists/phish-february-20-2020-moon-palace-cancun-quintana-roo-mexico.html,1,10,Shade,False,
1560881087,2020-02-20,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2020 Mexico,,,1481,https://phish.net/setlists/phish-february-20-2020-moon-palace-cancun-quintana-roo-mexico.html,1,11,The Landlady,False,
1560881087,2020-02-20,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2020 Mexico,,,1481,https://phish.net/setlists/phish-february-20-2020-moon-palace-cancun-quintana-roo-mexico.html,1,12,Destiny Unbound,False,
1560881087,2020-02-20,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2020 Mexico,,,1481,https://phish.net/setlists/phish-february-20-2020-moon-palace-cancun-quintana-roo-mexico.html,1,13,Steam,False,
1560881087,2020-02-20,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2020 Mexico,,,1481,https://phish.net/setlists/phish-february-20-2020-moon-palace-cancun-quintana-roo-mexico.html,1,14,Crosseyed and Painless,False,
1560881087,2020-02-20,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2020 Mexico,,,1481,https://phish.net/setlists/phish-february-20-2020-moon-palace-cancun-quintana-roo-mexico.html,1,15,Run Like an Antelope,False,
1560881087,2020-02-20,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2020 Mexico,,,1481,https://phish.net/setlists/phish-february-20-2020-moon-palace-cancun-quintana-roo-mexico.html,1,16,Cavern,False,
1560881087,2020-02-20,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2020 Mexico,,,1481,https://phish.net/setlists/phish-february-20-2020-moon-palace-cancun-quintana-roo-mexico.html,1,17,Beneath a Sea of Stars Part 1,False,
1560881087,2020-02-20,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2020 Mexico,,,1481,https://phish.net/setlists/phish-february-20-2020-moon-palace-cancun-quintana-roo-mexico.html,1,18,Say It To Me S.A.N.T.O.S.,False,
1560881087,2020-02-20,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2020 Mexico,,,1481,https://phish.net/setlists/phish-february-20-2020-moon-palace-cancun-quintana-roo-mexico.html,e,1,You Enjoy Myself,False,
