show_id,date,artist_name,venue,city,state,country,tour_name,setlist,rating,reviews,venue_id,permalink
1738096515,2025-01-28,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,Not Part of a Tour,"1: Jam, My Soul, Ocelot, Jam",,,1481,https://phish.net/setlists/phish-january-28-2025-moon-palace-cancun-quintana-roo-mexico.html
1718730861,2025-01-29,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2025 Mexico,"1: Sand, Theme From the Bottom, Free, Mull, Kill Devil Falls, Ghost, Evolve, Run Like an Antelope | 2: Set Your Soul Free, Cities, Light, Mike's Song, I Am Hydrogen, Weekapaug Groove, Twist, Backwards Down the Number Line | e: My Sweet One, Carini",,,1481,https://phish.net/setlists/phish-january-29-2025-moon-palace-cancun-quintana-roo-mexico.html
1718730894,2025-01-30,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2025 Mexico,"1: Blaze On, Plasma, Halfway to the Moon, 46 Days, Back on the Train, Gumbo, Funky Bitch, Roggae, Halley's Comet, Runaway Jim, Cavern | 2: Everything's Right, No Men In No Man's Land, Twenty Years Later, Piper, Taste, Shade, The Wedge, Character Zero | e: Harry Hood",,,1481,https://phish.net/setlists/phish-january-30-2025-moon-palace-cancun-quintana-roo-mexico.html
1718730936,2025-01-31,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2025 Mexico,"1: Cars Trucks Buses, The Moma Dance, Sigma Oasis, Tube, Wolfman's Brother, Maze, Lonely Trip, Possum | 2: Oblivion, Sightless Escape, Prince Caspian, Fuego, Beneath a Sea of Stars Part 1, Chalk Dust Torture, Most Events Aren't Planned | e: Saw It Again, Say It To Me S.A.N.T.O.S.",,,1481,https://phish.net/setlists/phish-january-31-2025-moon-palace-cancun-quintana-roo-mexico.html
1718730981,2025-02-01,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2025 Mexico,"1: Bathtub Gin, Soul Shakedown Party, Martian Monster, Stash, Farmhouse, Reba, Golden Age, My Friend, My Friend | 2: What's Going Through Your Mind, Crosseyed and Painless, Tweezer, Mercy, Also Sprach Zarathustra, More | e: A Life Beyond The Dream, First Tube, Tweezer Reprise",,,1481,https://phish.net/setlists/phish-february-01-2025-moon-palace-cancun-quintana-roo-mexico.html
1737486654,2025-04-18,Phish,Climate Pledge Arena,Seattle,WA,USA,2025 Spring Tour,"1: Sand, Kill Devil Falls, Theme From the Bottom, Back on the Train, If I Could, Tube, Mull, Wolfman's Brother | 2: Blaze On, Golden Age, What's Going Through Your Mind, I Always Wanted It This Way, Ghost | e: Bug, Possum",,,1570,https://phish.net/setlists/phish-april-18-2025-climate-pledge-arena-seattle-wa-usa.html
1737486683,2025-04-19,Phish,Climate Pledge Arena,Seattle,WA,USA,2025 Spring Tour,"1: Free, Bathtub Gin, Evolve, Stash, Pebbles and Marbles, Farmhouse, Suzy Greenberg, Walls of the Cave | 2: Chalk Dust Torture, Light, Chalk Dust Torture, Fuego, Monsters, Piper, Backwards Down the Number Line | e: Sleeping Monkey, My Friend, My Friend",,,1570,https://phish.net/setlists/phish-april-19-2025-climate-pledge-arena-seattle-wa-usa.html
1737486760,2025-04-20,Phish,Moda Center,Portland,OR,USA,2025 Spring Tour,"1: 46 Days, The Moma Dance, Cities, Plasma, Bouncing Around the Room, Sigma Oasis, Run Like an Antelope, Say It To Me S.A.N.T.O.S. | 2: A Wave of Hope, Twist, Scents and Subtle Sounds, Everything's Right, Boogie On Reggae Woman, Also Sprach Zarathustra, A Life Beyond The Dream, Harry Hood | e: Wilson, Slave to the Traffic Light",,,1645,https://phish.net/setlists/phish-april-20-2025-moda-center-portland-or-usa.html
1737486782,2025-04-22,Phish,Bill Graham Civic Auditorium,San Francisco,CA,USA,2025 Spring Tour,"1: Buried Alive, Axilla (Part II), Mike's Song, I Am Hydrogen, Weekapaug Groove, My Soul, Halley's Comet, Roggae, Maze, Split Open and Melt | 2: Carini, No Men In No Man's Land, Ruby Waves, Waste, What's the Use?, Down with Disease | e: Fluffhead",,,816,https://phish.net/setlists/phish-april-22-2025-bill-graham-civic-auditorium-san-francisco-ca-usa.html
1737486800,2025-04-23,Phish,Bill Graham Civic Auditorium,San Francisco,CA,USA,2025 Spring Tour,"1: Simple, Punch You in the Eye, Gumbo, Reba, The Well, David Bowie, Character Zero | 2: Sample in a Jar, Tweezer, Lonely Trip, Crosseyed and Painless, Pillow Jets, You Enjoy Myself | e: Wading in the Velvet Sea, First Tube",,,816,https://phish.net/setlists/phish-april-23-2025-bill-graham-civic-auditorium-san-francisco-ca-usa.html
1737486827,2025-04-25,Phish,Hollywood Bowl,Hollywood,CA,USA,2025 Spring Tour,"1: 46 Days, Rift, The Moma Dance, Chalk Dust Torture, Evolve, Stash, Wolfman's Brother, Harry Hood | 2: What's Going Through Your Mind, Carini, Light, Mercury, Piper, A Life Beyond The Dream, Ghost | e: Possum, Tweezer Reprise",,,959,https://phish.net/setlists/phish-april-25-2025-hollywood-bowl-hollywood-ca-usa.html
1737486843,2025-04-26,Phish,Hollywood Bowl,Hollywood,CA,USA,2025 Spring Tour,"1: Runaway Jim, Blaze On, Martian Monster, Birds of a Feather, 555, Divided Sky, Ether Edge, The Squirming Coil | 2: AC/DC Bag, Life Saving Gun, The Howling, Oblivion, Run Like an Antelope, Beneath a Sea of Stars Part 1, Everything's Right | e: Taste, About to Run, Slave to the Traffic Light",,,959,https://phish.net/setlists/phish-april-26-2025-hollywood-bowl-hollywood-ca-usa.html
1737486860,2025-04-27,Phish,Hollywood Bowl,Hollywood,CA,USA,2025 Spring Tour,"1: The Landlady, Cavern, Llama, Sand, The Lizards, Hey Stranger, Timber (Jerry the Mule), Joy, Most Events Aren't Planned | 2: More, You Enjoy Myself, Twist, Kill Devil Falls, Lifeboy, Also Sprach Zarathustra, Say It To Me S.A.N.T.O.S. | e: Fuego",,,959,https://phish.net/setlists/phish-april-27-2025-hollywood-bowl-hollywood-ca-usa.html
