show_id,date,artist_name,venue,city,state,country,tour_name,rating,reviews,venue_id,permalink,set_name,song_position,song_name,has_segue,segue_info
1708468023,2024-02-20,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,Not Part of a Tour,,,1481,https://phish.net/setlists/phish-february-20-2024-moon-palace-cancun-quintana-roo-mexico.html,1,1,Jam,False,
1708468023,2024-02-20,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,Not Part of a Tour,,,1481,https://phish.net/setlists/phish-february-20-2024-moon-palace-cancun-quintana-roo-mexico.html,1,2,Mountains in the Mist,False,
1708468023,2024-02-20,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,Not Part of a Tour,,,1481,https://phish.net/setlists/phish-february-20-2024-moon-palace-cancun-quintana-roo-mexico.html,1,3,My Soul,False,
1684286323,2024-02-21,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2024 Mexico,,,1481,https://phish.net/setlists/phish-february-21-2024-moon-palace-cancun-quintana-roo-mexico.html,1,1,Back on the Train,False,
1684286323,2024-02-21,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2024 Mexico,,,1481,https://phish.net/setlists/phish-february-21-2024-moon-palace-cancun-quintana-roo-mexico.html,1,2,The Moma Dance,False,
1684286323,2024-02-21,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2024 Mexico,,,1481,https://phish.net/setlists/phish-february-21-2024-moon-palace-cancun-quintana-roo-mexico.html,1,3,Down with Disease,False,
1684286323,2024-02-21,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2024 Mexico,,,1481,https://phish.net/setlists/phish-february-21-2024-moon-palace-cancun-quintana-roo-mexico.html,1,4,If I Could,False,
1684286323,2024-02-21,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2024 Mexico,,,1481,https://phish.net/setlists/phish-february-21-2024-moon-palace-cancun-quintana-roo-mexico.html,1,5,Everything's Right,False,
1684286323,2024-02-21,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2024 Mexico,,,1481,https://phish.net/setlists/phish-february-21-2024-moon-palace-cancun-quintana-roo-mexico.html,1,6,Halfway to the Moon,False,
1684286323,2024-02-21,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2024 Mexico,,,1481,https://phish.net/setlists/phish-february-21-2024-moon-palace-cancun-quintana-roo-mexico.html,1,7,Stash,False,
1684286323,2024-02-21,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2024 Mexico,,,1481,https://phish.net/setlists/phish-february-21-2024-moon-palace-cancun-quintana-roo-mexico.html,1,8,Alaska,False,
