show_id,date,artist_name,venue,city,state,country,tour_name,rating,reviews,venue_id,permalink,set_name,song_position,song_name,has_segue,segue_info
1658178049,2023-02-23,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2023 Mexico,,,1481,https://phish.net/setlists/phish-february-23-2023-moon-palace-cancun-quintana-roo-mexico.html,1,1,Harry Hood,False,
1658178049,2023-02-23,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2023 Mexico,,,1481,https://phish.net/setlists/phish-february-23-2023-moon-palace-cancun-quintana-roo-mexico.html,1,2,The Moma Dance,False,
1658178049,2023-02-23,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2023 Mexico,,,1481,https://phish.net/setlists/phish-february-23-2023-moon-palace-cancun-quintana-roo-mexico.html,1,3,Back on the Train,False,
1658178049,2023-02-23,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2023 Mexico,,,1481,https://phish.net/setlists/phish-february-23-2023-moon-palace-cancun-quintana-roo-mexico.html,1,4,My Friend,False,
1658178049,2023-02-23,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2023 Mexico,,,1481,https://phish.net/setlists/phish-february-23-2023-moon-palace-cancun-quintana-roo-mexico.html,1,5,My Friend,False,
1658178049,2023-02-23,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2023 Mexico,,,1481,https://phish.net/setlists/phish-february-23-2023-moon-palace-cancun-quintana-roo-mexico.html,1,6,Sand,False,
1658178049,2023-02-23,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2023 Mexico,,,1481,https://phish.net/setlists/phish-february-23-2023-moon-palace-cancun-quintana-roo-mexico.html,1,7,Sample in a Jar,False,
1658178049,2023-02-23,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2023 Mexico,,,1481,https://phish.net/setlists/phish-february-23-2023-moon-palace-cancun-quintana-roo-mexico.html,1,8,Ya Mar,False,
1658178049,2023-02-23,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2023 Mexico,,,1481,https://phish.net/setlists/phish-february-23-2023-moon-palace-cancun-quintana-roo-mexico.html,1,9,Roggae,False,
1658178049,2023-02-23,Phish,Moon Palace,"Cancun, Quintana Roo",,Mexico,2023 Mexico,,,1481,https://phish.net/setlists/phish-february-23-2023-moon-palace-cancun-quintana-roo-mexico.html,1,10,Cars Trucks Buses,False,
